config,member,step,lead_time_hours,variable,min_value,max_value,n_bad_points,n_total_points,violating_fraction
zero_winter,0,0,0.0,u10m,-35.03399658203125,31.426002502441406,0,1038240,0.0
zero_winter,0,0,0.0,v10m,-33.25571823120117,37.394283294677734,0,1038240,0.0
zero_winter,0,0,0.0,u100m,-44.15428161621094,36.775718688964844,0,1038240,0.0
zero_winter,0,0,0.0,v100m,-40.04812240600586,46.321876525878906,0,1038240,0.0
zero_winter,0,0,0.0,t2m,221.86669921875,313.66668701171875,0,1038240,0.0
zero_winter,0,0,0.0,sp,48610.13671875,106746.140625,0,1038240,0.0
zero_winter,0,0,0.0,msl,96488.5546875,107628.359375,0,1038240,0.0
zero_winter,0,0,0.0,tcwv,0.11696913093328476,74.92176818847656,0,1038240,0.0
zero_winter,0,0,0.0,u50,-29.48366928100586,49.16633224487305,0,1038240,0.0
zero_winter,0,0,0.0,u100,-39.93034744262695,63.729652404785156,0,1038240,0.0
zero_winter,0,0,0.0,u150,-42.99842834472656,82.30157470703125,0,1038240,0.0
zero_winter,0,0,0.0,u200,-30.253942489624023,87.44606018066406,0,1038240,0.0
zero_winter,0,0,0.0,u250,-47.61703109741211,93.58296966552734,0,1038240,0.0
zero_winter,0,0,0.0,u300,-51.88785934448242,88.81214141845703,0,1038240,0.0
zero_winter,0,0,0.0,u400,-48.20042037963867,77.39958190917969,0,1038240,0.0
zero_winter,0,0,0.0,u500,-42.262569427490234,59.397430419921875,0,1038240,0.0
zero_winter,0,0,0.0,u600,-45.362884521484375,48.99711608886719,0,1038240,0.0
zero_winter,0,0,0.0,u700,-49.548072814941406,48.291927337646484,0,1038240,0.0
zero_winter,0,0,0.0,u850,-48.85525894165039,40.014739990234375,0,1038240,0.0
zero_winter,0,0,0.0,u925,-49.38679504394531,38.62320327758789,0,1038240,0.0
zero_winter,0,0,0.0,u1000,-33.993568420410156,29.816431045532227,0,1038240,0.0
zero_winter,0,0,0.0,v50,-46.57731628417969,38.66268539428711,0,1038240,0.0
zero_winter,0,0,0.0,v100,-37.793304443359375,28.136693954467773,0,1038240,0.0
zero_winter,0,0,0.0,v150,-52.11835861206055,46.88164138793945,0,1038240,0.0
zero_winter,0,0,0.0,v200,-68.65480041503906,61.545204162597656,0,1038240,0.0
