config,member,step,lead_time_hours,check,var_low,var_high,n_violating_points,n_total_points,violating_fraction
gaussian_0.05,0,9,54.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,9,54.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,9,54.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,9,54.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,9,54.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,9,54.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,9,54.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,9,54.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,9,54.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,9,54.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,9,54.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,10,60.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,10,60.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,10,60.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,10,60.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,10,60.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,10,60.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,10,60.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,10,60.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,10,60.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,10,60.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,10,60.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,10,60.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,11,66.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,11,66.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,11,66.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,11,66.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,11,66.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,11,66.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,11,66.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,11,66.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,11,66.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,11,66.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,11,66.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,11,66.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,12,72.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,12,72.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,12,72.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,12,72.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,12,72.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,12,72.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,12,72.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,12,72.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,12,72.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,12,72.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,12,72.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,12,72.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,13,78.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,13,78.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,13,78.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,13,78.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,13,78.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,13,78.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,13,78.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,13,78.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,13,78.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,13,78.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,13,78.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,13,78.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,14,84.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,14,84.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,14,84.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,14,84.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,14,84.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,14,84.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,14,84.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,14,84.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,14,84.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,14,84.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,14,84.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,14,84.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,15,90.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,15,90.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,15,90.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,15,90.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,15,90.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,15,90.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,15,90.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,15,90.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,15,90.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,15,90.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,15,90.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,15,90.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,16,96.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,16,96.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,16,96.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,16,96.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,16,96.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,16,96.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,16,96.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,16,96.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,16,96.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,16,96.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,16,96.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,16,96.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,17,102.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,17,102.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,17,102.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,17,102.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,17,102.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,17,102.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,17,102.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,17,102.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,17,102.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,17,102.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,17,102.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,17,102.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,18,108.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,18,108.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,18,108.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,18,108.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,18,108.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,18,108.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,18,108.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,18,108.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,18,108.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,18,108.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,18,108.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,18,108.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,19,114.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,19,114.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,19,114.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,19,114.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,19,114.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,19,114.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,19,114.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,19,114.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,19,114.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,19,114.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,19,114.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,19,114.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,0,20,120.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,0,20,120.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,0,20,120.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,0,20,120.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,0,20,120.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,0,20,120.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,0,20,120.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,0,20,120.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,0,20,120.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,0,20,120.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,0,20,120.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,0,20,120.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,1,0,0.0,z50_gt_z100,z50,z100,0,1038240,0.0
gaussian_0.05,1,0,0.0,z100_gt_z150,z100,z150,0,1038240,0.0
gaussian_0.05,1,0,0.0,z150_gt_z200,z150,z200,0,1038240,0.0
gaussian_0.05,1,0,0.0,z200_gt_z250,z200,z250,0,1038240,0.0
gaussian_0.05,1,0,0.0,z250_gt_z300,z250,z300,0,1038240,0.0
gaussian_0.05,1,0,0.0,z300_gt_z400,z300,z400,0,1038240,0.0
gaussian_0.05,1,0,0.0,z400_gt_z500,z400,z500,0,1038240,0.0
gaussian_0.05,1,0,0.0,z500_gt_z600,z500,z600,0,1038240,0.0
gaussian_0.05,1,0,0.0,z600_gt_z700,z600,z700,0,1038240,0.0
gaussian_0.05,1,0,0.0,z700_gt_z850,z700,z850,0,1038240,0.0
gaussian_0.05,1,0,0.0,z850_gt_z925,z850,z925,0,1038240,0.0
gaussian_0.05,1,0,0.0,z925_gt_z1000,z925,z1000,0,1038240,0.0
gaussian_0.05,1,1,6.0,z50_gt_z100,z50,z100,458802,1038240,0.44190360610263524
gaussian_0.05,1,1,6.0,z100_gt_z150,z100,z150,537970,1038240,0.5181557250732008
gaussian_0.05,1,1,6.0,z150_gt_z200,z150,z200,219608,1038240,0.21151949452920327
gaussian_0.05,1,1,6.0,z200_gt_z250,z200,z250,499970,1038240,0.4815553243951302
gaussian_0.05,1,1,6.0,z250_gt_z300,z250,z300,492582,1038240,0.4744394359685622
gaussian_0.05,1,1,6.0,z300_gt_z400,z300,z400,177313,1038240,0.17078228540607182
gaussian_0.05,1,1,6.0,z400_gt_z500,z400,z500,314053,1038240,0.30248593774079213
gaussian_0.05,1,1,6.0,z500_gt_z600,z500,z600,366006,1038240,0.35252542764678685
gaussian_0.05,1,1,6.0,z600_gt_z700,z600,z700,209545,1038240,0.20182713052858683
gaussian_0.05,1,1,6.0,z700_gt_z850,z700,z850,534421,1038240,0.5147374402835568
gaussian_0.05,1,1,6.0,z850_gt_z925,z850,z925,365839,1038240,0.35236457851749114
gaussian_0.05,1,1,6.0,z925_gt_z1000,z925,z1000,543,1038240,0.0005230004623208507
gaussian_0.05,1,2,12.0,z50_gt_z100,z50,z100,464217,1038240,0.44711916319926026
gaussian_0.05,1,2,12.0,z100_gt_z150,z100,z150,530316,1038240,0.5107836338418863
gaussian_0.05,1,2,12.0,z150_gt_z200,z150,z200,190031,1038240,0.1830318616119587
gaussian_0.05,1,2,12.0,z200_gt_z250,z200,z250,534020,1038240,0.5143512097395593
gaussian_0.05,1,2,12.0,z250_gt_z300,z250,z300,151449,1038240,0.1458708969024503
gaussian_0.05,1,2,12.0,z300_gt_z400,z300,z400,151552,1038240,0.14597010325165666
gaussian_0.05,1,2,12.0,z400_gt_z500,z400,z500,297648,1038240,0.28668515950069345
gaussian_0.05,1,2,12.0,z500_gt_z600,z500,z600,338443,1038240,0.32597761596548
gaussian_0.05,1,2,12.0,z600_gt_z700,z600,z700,252379,1038240,0.24308348744028355
gaussian_0.05,1,2,12.0,z700_gt_z850,z700,z850,381515,1038240,0.36746320696563417
gaussian_0.05,1,2,12.0,z850_gt_z925,z850,z925,335382,1038240,0.32302935737401756
gaussian_0.05,1,2,12.0,z925_gt_z1000,z925,z1000,142963,1038240,0.13769744952997381
gaussian_0.05,1,3,18.0,z50_gt_z100,z50,z100,464027,1038240,0.44693616119586993
gaussian_0.05,1,3,18.0,z100_gt_z150,z100,z150,522599,1038240,0.5033508629989213
gaussian_0.05,1,3,18.0,z150_gt_z200,z150,z200,168798,1038240,0.1625809061488673
gaussian_0.05,1,3,18.0,z200_gt_z250,z200,z250,544134,1038240,0.5240926953305594
gaussian_0.05,1,3,18.0,z250_gt_z300,z250,z300,99020,1038240,0.09537293881954076
gaussian_0.05,1,3,18.0,z300_gt_z400,z300,z400,127928,1038240,0.12321621205116351
gaussian_0.05,1,3,18.0,z400_gt_z500,z400,z500,242753,1038240,0.23381202804746495
gaussian_0.05,1,3,18.0,z500_gt_z600,z500,z600,284380,1038240,0.27390584065341345
gaussian_0.05,1,3,18.0,z600_gt_z700,z600,z700,204770,1038240,0.1972280012328556
gaussian_0.05,1,3,18.0,z700_gt_z850,z700,z850,143221,1038240,0.13794594698720913
gaussian_0.05,1,3,18.0,z850_gt_z925,z850,z925,294539,1038240,0.283690668824164
gaussian_0.05,1,3,18.0,z925_gt_z1000,z925,z1000,314706,1038240,0.3031148867313916
gaussian_0.05,1,4,24.0,z50_gt_z100,z50,z100,462516,1038240,0.44548081368469716
gaussian_0.05,1,4,24.0,z100_gt_z150,z100,z150,516148,1038240,0.4971374633995993
gaussian_0.05,1,4,24.0,z150_gt_z200,z150,z200,155768,1038240,0.1500308213900447
gaussian_0.05,1,4,24.0,z200_gt_z250,z200,z250,518978,1038240,0.49986323008167666
gaussian_0.05,1,4,24.0,z250_gt_z300,z250,z300,71692,1038240,0.06905147172137463
gaussian_0.05,1,4,24.0,z300_gt_z400,z300,z400,107667,1038240,0.10370145631067962
gaussian_0.05,1,4,24.0,z400_gt_z500,z400,z500,183425,1038240,0.1766691709046078
gaussian_0.05,1,4,24.0,z500_gt_z600,z500,z600,232954,1038240,0.2243739405147172
gaussian_0.05,1,4,24.0,z600_gt_z700,z600,z700,143386,1038240,0.13810486977962705
gaussian_0.05,1,4,24.0,z700_gt_z850,z700,z850,10239,1038240,0.009861881645862228
gaussian_0.05,1,4,24.0,z850_gt_z925,z850,z925,245122,1038240,0.23609377407921098
gaussian_0.05,1,4,24.0,z925_gt_z1000,z925,z1000,382714,1038240,0.36861804592387115
gaussian_0.05,1,5,30.0,z50_gt_z100,z50,z100,460851,1038240,0.4438771382339344
gaussian_0.05,1,5,30.0,z100_gt_z150,z100,z150,510873,1038240,0.4920567498844198
gaussian_0.05,1,5,30.0,z150_gt_z200,z150,z200,145289,1038240,0.13993777931884727
gaussian_0.05,1,5,30.0,z200_gt_z250,z200,z250,452050,1038240,0.4354002928032054
gaussian_0.05,1,5,30.0,z250_gt_z300,z250,z300,52897,1038240,0.050948720912313145
gaussian_0.05,1,5,30.0,z300_gt_z400,z300,z400,90187,1038240,0.08686527199876715
gaussian_0.05,1,5,30.0,z400_gt_z500,z400,z500,134262,1038240,0.12931692094313454
gaussian_0.05,1,5,30.0,z500_gt_z600,z500,z600,186861,1038240,0.1799786176606565
gaussian_0.05,1,5,30.0,z600_gt_z700,z600,z700,92878,1038240,0.08945715826783789
